company_id,name,acronym,in_catalogue,n_documents,regions,countries,sectors,corporate_group,place_listed,legal_form_listed,year_start_listed,year_end_listed,founded_date_observed,capital_observed,capital_year,head_office_observed,n_ties,n_board_ties,n_directors,first_year_observed,last_year_observed
consortiumind,Consortium ind,,0,2,Afrique equatoriale francaise,Afrique équatoriale française; Gabon,Documents généraux (par ordre chronologique); Industrie,,,,,,,,,,0,0,0,,
consortiumindustriel,Consortium industriel,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
consortiumindustrielfinancier,Consortium industriel et financier,,1,1,Empire (transversal),,Groupes financiers transcoloniaux,,Paris,,1920,1926,,2.500.000 fr.,1924,"est à Paris, 20, boulevard",0,0,0,,
consortiumsforestiermaritimegrandsreseaux,Consortiums forestier et maritime des grands réseaux français,,1,1,Afrique equatoriale francaise,Gabon,Industrie,,,,,,,,,Libreville,0,0,0,,
consortsclinchantcontrecotonnieretonkin,Consorts Clinchant contre Cotonnière du Tonkin,,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,Cotonnière du Tonkin,,,1920,1921,,,,hors de France. — Clause des statuts. — Interprétation,0,0,0,,
constantinfrere,Constantin et frère,,0,1,Afrique occidentale francaise,Guinée Conakry,,,,,,,1934-02-20,,,Koukouré (Guinée fse). — Sté anon,22,0,0,1951,1951
constantinoiseindustrielle,Constantinoise Industrielle,,1,1,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,Constantine,S.A,1930,,,5.500.000 fr.,1938,"est à Constantine, 2, boulevard",0,0,0,,
constructionafricaineguernaut,Construction africaine. GUERNAUT,,0,1,Proche-Orient,Syrie-Liban,Banques et sociétés financières,,,,,,,,,,0,0,0,,
constructionsrapidescimentarmeisnard,"Constructions rapides en ciment armé, Isnard et Cie",,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,1,0,0,1949,1949
consulchrghansen,Consul Chr. G. Hansen,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
contributionhistoirepechetunisie,Contribution à l'histoire de la pêche en Tunisie,,1,1,Tunisie,Tunisie,Industries agro-alimentaires,Pêches en Tunisie (Les),,,,,,,,,0,0,0,,
cooperativeagricoleagrumesfruitslegumesmitidjaelaffrounconfiturerieboufarik,"Cooperative agricole des agrumes, fruits et légumes de la Mitidja, El Affroun. — Confiturerie de Boufarik",,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,: El-Affroun,0,0,0,,
cooperationpharmaceutiqueindochinoise,Coopération pharmaceutique indochinoise,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Cochinchine,Saïgon,,,,,600.000 piastres,1952,,0,0,0,,
cooperativeapprovisionnement,Coopérative d'approvisionnement,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
cooperativeproductionguyanaise,Coopérative de production guyanaise,,0,1,Antilles-Guyane,Guyane française,Documentation générale,,,,,,,,,,0,0,0,,
cooperativemutuellecolonisationneocaledonienne,Coopérative mutuelle de colonisation Néo-Calédonienne,,0,1,Pacifique,Nouvelle-Calédonie (Mélanésie),Documentation générale (par ordre chronologique),,,,,,,,,,0,0,0,,
coppintranhoatissagesoie,"Coppin et Trân-Hoa, tissage de soie",,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,,Saïgon,,,,,166.000.000 fr.,1952,"26, rue Romain-Desfossés, Tananarive (Madagascar)",0,0,0,,
coqor,Coq d'or,,1,1,Indochine,Indochine,"Hôtellerie, tourisme",Cochinchine,Saïgon,,1927,,,,,"est 109, rue Catinat (Annexe de l'hôtel du Coq d'Or, 1er étage) aura lieu le",0,0,0,,
coqmaterielviticoleoleicoleaixprovence,"Coq, matériel viticole et oléicole, Aix-en-Provence",,1,1,Algerie; Tunisie,Algérie,"Transports terrestres, garages automobiles et agricoles",,,,,,,2.181.000 francs,1924,"Aix-en-Provence, bd Victor-Coq, avec maison à ALGER",0,0,0,,
corbinlancey,"Corbin & Cie, Lancey",,1,1,Empire (transversal),,Groupes industriels transcoloniaux,Corbin (Groupe Paul)(1862-1954),,,,,,,,"Nancy, 4, fbg St-Jean. —",0,0,0,,
corre,Corre,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
cotasson,Cotasson,,1,1,Algerie,Algérie,Commerce,,Constantine,,,,,,,,0,0,0,,
cotonniereafricaine,Cotonnière Africaine,,1,1,Algerie,Algérie,Cuirs et textiles,,Maison-Carrée,S.A,1949,,,180.000.000 fr.,,Maison-Carrée (Alger),0,0,0,,
cotonniereindochine,Cotonnière de l'Indo-Chine,,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,,Haïphong,,1898,1911,,900.000 fr.,1912,,0,0,0,,
couadou,Couadou,,1,1,Inde et Indochine; Indochine,Indochine,"Imprimerie, presse, édition",,Toulon,,,,,,,,0,0,0,,
coudouxdescendantsvoibodaonguyendonhhap,"Coudoux et descendants, Voi-bo, Dao-Nguyên, Dônh-Hap…",,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,,,,,,,,"est à Saïgon, 2 rue",0,0,0,,
coudray,Coudray,,1,1,Algerie,Algérie,Transports maritimes et aériens,,Alger,,,,,,,,0,0,0,,
courgeyetablmillot,Courgey. Société des Établ. L. Millot,,0,1,Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
courneuve,Courneuve,,0,1,Empire (transversal),,Groupes financiers transcoloniaux,,,,,,,,,,0,0,0,,
couronne,Couronne*],,0,2,Indochine,Indochine,Documents généraux (par ordre chronologique); Héveas et caoutchouc,,,,,,,,,,0,0,0,,
courretvinhyen,Courret & Cie à Vinh-yên,,1,1,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Industries alimentaires,,,,1900,1903,,,,"Paris, rue de Paradis",0,0,0,,
courtinat,Courtinat et Cie,,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,Saïgon,,,,,,,"rue Catinat, SAIGON (Cochinchine)",0,0,0,,
coutel,Coutel,,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,Hanoï,,,,,,,,0,0,0,,
couventoiseaux,Couvent des oiseaux,,1,2,Inde et Indochine; Indochine,Indochine,Entreprises religieuses,,Dalat,,1935,,,,,,0,0,0,,
coyahplantationssaintyves,Coyah. Plantations Saint-Yves,,0,1,Afrique occidentale francaise,Guinée Conakry,,,,,,,,,,,0,0,0,,
coyahplantationskolente,Coyah. Société des plantations de la Kolenté,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
creditsudindochinois,Crédit Sud-Indochinois,,1,1,Inde et Indochine; Indochine,Indochine,"Banque, gérance, assurances…",,Phanthiêt,,1932,,,100.000 piastres,1940,"Phanthiêt (Annam), en liquidation, a voté à l'unanimité",0,0,0,,
creditagricolecommercialalgeriencommanditeparactions,"Crédit agricole et commercial algérien, société en commandite par actions, puis Crédit agricole, commercial et industriel algérien, S.A.",,1,1,Algerie,Algérie,"Banques et groupes financiers, assurances",,,,1903,,,10 millions francs,1913,et des succursales,0,0,0,,
creditcentraldeveloppementminoterieindustriecommerce,"Crédit central pour le développement de la minoterie, de l'industrie et du commerce",,1,1,Empire (transversal),,Groupes financiers transcoloniaux,,,,1860,1956,,10 millions francs,1920,"Paris, 5, rue François-1er. Administrateur unique :",0,0,0,,
creditcommercialmalaisie,Crédit commercial de Malaisie,,1,1,Inde et Indochine; Indochine,Malaisie,Sociétés françaises ou à participation française,,,,1913,1929,,600.000 francs,1913,"20, Paix. — 1 déc. 1922. — Petites Affiches",0,0,0,,
creditsuisse,Crédit de la suisse française,,0,1,Empire (transversal),,Groupes financiers transcoloniaux,,,,,,,,,,0,0,0,,
creditfonc,Crédit fonc,,0,1,Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
creditfoncier,Crédit foncier,,0,3,Empire (transversal); Maroc; Proche-Orient,Maroc; Syrie-Liban,Banques et sociétés financières; Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,,,,,,,,,,0,0,0,,
creditfoncierargentin,Crédit foncier argentin,,0,2,Pacifique; Proche-Orient,Syrie-Liban; Tahiti (Polynésie),Banques et sociétés financières; Sociétés,,,,,,,,,,0,0,0,,
creditfoncieralgerie,Crédit foncier d'Algérie,,0,11,Algerie; Indochine; Maroc; Proche-Orient; Tunisie,Algérie; Indochine; Maroc; Syrie-Liban; Tunisie,"Autres industries alimentaires; Bâtiment et travaux publics, matériaux de construction, céramique; Commerce; Documents généraux (par ordre chronologique); Eaux, électricité (utilities); Industries agro-alimentaires; Sociétés diverses; Transports terrestres, garages automobiles et agricoles",,,,,,,,,,0,0,0,,
creditfoncieralgerietunisiebom,Crédit foncier d'Algérie-Tunisie (B. O. M,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
creditfoncierfrance,Crédit foncier de France,,0,3,Empire (transversal); Tunisie,Tunisie,Groupes financiers transcoloniaux; Industries agro-alimentaires; Transports terrestres,,,,,,,,,,0,0,0,,
creditfoncierimmobilier,Crédit foncier et immobilier,,1,1,Inde et Indochine; Indochine,Indochine,"Banque, gérance, assurances…",Crédit foncier de l’Indochine :,,,1957,1988,,,,"23, avenue Kléber, Paris (10e)",0,0,0,,
creditfoncierottoman,Crédit foncier ottoman,,1,1,Proche-Orient,Empire ottoman/Turquie,,,,,,,,,,,0,0,0,,
creditfrancoegyptien,Crédit franco-égyptien,,1,2,Proche-Orient,Syrie-Liban; Égypte,Banques et sociétés financières,,,,1905,1921,1905-10-16,12.000.000 fr.,1921,Paris. Elle se veut,0,0,0,,
creditparis,Crédit général de Paris,,1,1,Empire (transversal),,Groupes financiers transcoloniaux,,,,1886,1894,,600.000 fr.,1890,et a saisi les livres de comptabilité et la correspondance pouvant servir à,0,0,0,,
creditcanada,Crédit général du Canada,,0,1,Proche-Orient,Syrie-Liban,Banques et sociétés financières,,,,,,,,,,0,0,0,,
creditottoman,Crédit général ottoman,,1,1,Proche-Orient,Empire ottoman/Turquie,,,,,1869,1899,,50 millions francs,1870,à Galata de,0,0,0,,
creditimmobilieroranie,Crédit immobilier de l’Oranie,,1,1,Algerie,Algérie,"Banques et groupes financiers, assurances",,,,1931,,,,,"est fixé à Oran, rue Denis Papin, numéro 1",0,0,0,,
creditimmobilieralger,Crédit immobilier d’Alger,,1,1,Algerie,Algérie,"Banques et groupes financiers, assurances",,,,1914,,,,,"ALGER, 2, r. Portalis",0,0,0,,
creditindustriel,Crédit industriel,,0,1,Empire (transversal),,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
creditlyonnais,Crédit lyonnais,,1,3,Empire (transversal); Maroc,Maroc,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux; Sociétés foncières et immobilières,,,,1872,1900,,,,"est à Lyon, Palais du Commerce, rue de la République",0,0,0,,
creditmobilierfrssg,Crédit mobilier frs > SG,,0,1,Empire (transversal),,Groupes financiers transcoloniaux,,,,,,,,,,0,0,0,,
creditmobilierindochinoishaiduong,"Crédit mobilier indochinois, Haï-Duong",,1,1,Inde et Indochine; Indochine,Indochine,"Banque, gérance, assurances…",,,,,,,22.000.000 fr.,1933,"1, rue Chaigneau, SAIGON",0,0,0,,
creditnantais,Crédit nantais,,0,1,Madagascar et Djibouti,Madagascar,Banques et groupes financiers,,,,,,,,,,0,0,0,,
creditnational,Crédit national,,0,4,Afrique equatoriale francaise; Madagascar et Djibouti; Maroc; Proche-Orient,Gabon; Madagascar; Maroc; Syrie-Liban,"Banques et sociétés financières; Eau, gaz, électricité (Utilities); Industrie; Industries",,,,,,,,,,0,0,0,,
creditprovincialcreditprovincial,Crédit provincial et Nouveau Crédit provincial,,1,1,Empire (transversal); Tunisie,,"Banques et groupes financiers, assurances; Groupes financiers transcoloniaux",,,,1880,1888,1880-05-10,4.575.000 francs,1893,"8, rue Drouot, Paris",0,0,0,,
creditindustrie,Crédit à l'industrie française,,0,2,Empire (transversal); Proche-Orient,Syrie-Liban,Banques et sociétés financières; Groupes financiers transcoloniaux,,,,,,,,,,0,0,0,,
ctepomereu,Cte A de Pomereu,,0,2,Maroc,Maroc,Documents généraux (par ordre chronologique); Industries agro-alimentaires,,,,,,,,,,0,0,0,,
ctegmoustier,Cte G de Moustier,,0,2,Maroc,Maroc,Documents généraux (par ordre chronologique); Industries agro-alimentaires,,,,,,,,,,0,0,0,,
ctegmun,Cte G de Mun,,0,2,Maroc,Maroc,Documents généraux (par ordre chronologique); Industries agro-alimentaires,,,,,,,,,,0,0,0,,
ctebertiersauvigny,Cte de Bertier de Sauvigny,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
ctevogue,Cte de Vogüé,,0,1,Indochine,Indochine,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
cucherousset,Cucherousset,,1,2,Inde et Indochine; Indochine,Indochine,"Eau et assainissement, électricité (Utilities); Métallurgie, constructions mécaniques, électriques, navales",,,,,,,,,,0,0,0,,
culturequinquinaindochine,Culture du quinquina en Indochine,,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,,,,,,,,,0,0,0,,
cultureelevagemoulouya,Culture et d'élevage de la Moulouya,,1,1,Maroc,Maroc,Industries agro-alimentaires,,,S.A,,,,,,: Berkane (Maroc-Oriental),0,0,0,,
culturesdanhim,Cultures du Danhim,,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,,,,,,260.000 piastres,1927,Saïgon,0,0,0,,
cyclesbecesport,Cycles Bécé-Sport,,1,1,Inde et Indochine; Indochine,Indochine,"Métallurgie, constructions mécaniques, électriques, navales",,Cholon,,,,,,,,0,0,0,,
ceramiqueafriquenordcressonniere,"Céramique de l'Afrique du Nord, La Cressonnière",,1,1,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,Hussein-Dey,,,,,,,est fixé rampe,0,0,0,,
ceramiquesdonai,Céramiques du Donaï,,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,,,,,,12.000.000 francs,1951,"28, rue de Châteaudun, Paris IXe",0,0,0,,
isoroyaujourdhui,D'Isoroy à aujourd'hui,,1,1,Empire (transversal),,Groupes industriels transcoloniaux,"Leroy (Établissements Georges) : emballages et panneaux de bois à Livarot, Saint-Jacques-de-Lisieux, etc.",,,1983,2014,,1.125 millions fr.,1955,"de la société 37, bd Jeanne-d'Arc, 93 - Montreuil-sous-",0,0,0,,
officeriz,DE L' « OFFICE DU RIZ »,,0,3,Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,,,,,,,,,0,0,0,,
domainesafricainsaumeran,DES « DOMAINES AFRICAINS ». AUMERAN,,0,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,,0,0,0,,
devrez,DEVREZ,,0,1,Algerie,Algérie,Documents généraux (par ordre chronologique),,,,,,,4.000.000 fr.,1925,et industriel à Fécamp (Seine-Inf.). T. 6,2,0,0,1925,1925
dfsimatsaintpierrecorpsherqueville,"DF-Simat, Saint-Pierre-des-Corps et Herqueville",,1,1,Empire (transversal),,Groupes industriels transcoloniaux,"Rochefortaise de produits alimentaires (Société)(SARPA), puis Rochefortaise S.A.",,,,,,,,"est situé en forêt de Chinon. Huit ans plus tard, le site de Saint-Pierre-des-Corps est",0,0,0,,
dockschambrecommerce,DOCKS DE LA CHAMBRE DE COMMERCE,,0,1,Indochine,Indochine,"Transports fluviaux, maritimes et aériens. Ports, phares",,,,,,,,,,1,0,0,1933,1933
dtpdanssudestasiatique,DTP dans le Sud-Est asiatique .,,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",Société française d'entreprises de dragages et de travaux publics (SFEDTP),,,,,,,,de l'aviation civile (début 2012) et l'extension de la ligne de métro,0,0,0,,
dalatstationaltitudephotosvillas,"Dalat, station d'altitude . Photos de villas",,1,1,Inde et Indochine; Indochine,Indochine,"Hôtellerie, tourisme",Annam (du nord au sud),,,1898,1954,,,,,0,0,0,,
dammannparishavremarseilleimplantationsmadagascarindochinecafevanille,"Dammann, Paris, Le Havre, Marseille… Implantations à Madagascar et en Indochine. Thé, café, vanille",,1,1,Empire (transversal),,Sociétés commerciales transcoloniales,,,,,,,600.000 francs,1937,"Paris, 16-18, rue de Lyon, sont, par application des articles 25",0,0,0,,
dancetteatelierconstructionsmecaniqueshaiphongbassinradoub,"Dancette -Atelier général de constructions mécaniques, Haïphong. Bassin de radoub",,1,1,Inde et Indochine; Indochine,Indochine,"Métallurgie, constructions mécaniques, électriques, navales",,,,1938,,,,,,0,0,0,,
dane,Dane,,1,1,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,Alger,,,,,,,,0,0,0,,
danovaro,Danovaro,,1,1,Inde et Indochine; Indochine,Indochine,"Autres industries alimentaires; Industries alimentaires; Élevage, abattage, boucherie",,,,,,,,,,0,0,0,,
daumas,Daumas & Cie,,1,3,Afrique equatoriale francaise; Algerie; Maroc,Algérie; Gabon; Maroc,Documents généraux (par ordre chronologique); Sociétés commerciales,,,,,,,,,,51,0,0,1925,1925
daurelle,Daurelle,,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,,Hanoï,,,,,,,,0,0,0,,
daurellecafechoganh,"Daurelle, café et thé, Cho-ganh",,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,,,,,,,,,0,0,0,,
daurelleentrepreneurtravauxpublics,"Daurelle, entrepreneur de travaux publics",,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,Hanoï,,,,,,,,0,0,0,,
daurellerizlegumesnamdinh,"Daurelle, riz et légumes à Nam-dinh",,1,1,Inde et Indochine; Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,,,,,,,,,0,0,0,,
david,David et Cie,,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,Saïgon,,,,,,,,0,0,0,,
davummaroc,Davum-Maroc,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,2,0,0,1949,1949
daydepillecreil,"Daydé et Pillé, Creil",,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,,,,,,,,,0,0,0,,
mellobrazilianrubberc,De Mello Brazilian Rubber C°,,1,1,Antilles-Guyane,Brésil,,,,,,,,,,,0,0,0,,
associationexportateursrizsyndicatexportateursindochineunvolumedragagessuperieurceluicanalsuezpanamareunis,De l'Association des exportateurs de riz au Syndicat des exportateurs d'Indochine. Un volume de dragages supérieur à celui du canal de Suez et de Panama réunis,,1,1,Inde et Indochine; Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,,,,,,,,,0,0,0,,
debeauxfreres,Debeaux frères,,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,Hanoï; Haïphong,,1885,1910,,,,"est à Paris, a confié la",0,0,0,,
dejeanbatiecliniquerueadransaigon,Dejean de la Bâtie et la clinique de la rue d'Adran à Saïgon,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Cochinchine,,,1865,1912,,,,,0,0,0,,
dejougiraud15,Dejou-Giraud et Cie 15,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,1,0,0,1949,1949
delacroixfils,Delacroix et fils,,1,1,Algerie,Algérie,Transports maritimes et aériens,,Alger,,,,,,,,0,0,0,,
delignonartisanatindochinois,"Delignon, L'artisanat indochinois",,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,,,,,,,,,,0,0,0,,
delignonbaumlin,Delignon-Baumlin,,1,1,Inde et Indochine; Indochine,Indochine,"Métallurgie, constructions mécaniques, électriques, navales",,Saïgon,,,,,400.000 fr.,1939,"été fixé à Saïgon, no 53, rue Mac-Mahon",0,0,0,,
delormeouedseguin,"Delorme, Oued-Séguin",,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,,0,0,0,,
denisateliersfortannamite,"Denis et Cie, ateliers du fort Annamite",,1,1,Inde et Indochine; Indochine,Indochine,"Métallurgie, constructions mécaniques, électriques, navales",,Haïphong,,,,,,,,0,0,0,,
denisfreresscierie,"Denis frères, scierie",,1,1,Inde et Indochine; Indochine,Indochine,"Bois, meubles, papier, allumettes",,Saïgon,,,,,,,,0,0,0,,
denisfreresmaroc,Denis frères-Maroc,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1942-05-19,5.000.000 fr.,1919,,5,0,0,1919,1919
denjean,Denjean,,1,1,Algerie,Algérie,Industries agro-alimentaires,,Bougie,,,,,,,côté de moi en ce moment et de,0,0,0,,
dentellerietonkinoise,Dentellerie tonkinoise,,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,,Vietri; puis Hanoi,,,,,,,,0,0,0,,
desrues,Desrues,,1,1,Inde et Indochine; Indochine,Indochine,Transports terrestres et garages,,,,,,,,,,0,0,0,,
deutscheskohlendepot,Deutsches Kohlen Depot,,1,1,Algerie,Algérie,Commerce,,Alger; Arzew,,1900,1914,,60.000 francs,1915,est à Hambourg,0,0,0,,
deuxcharentessousoccupation,Deux Charentes sous l'Occupation,,0,1,Empire (transversal),,"Alain LÉGER, créateur du site www.entreprises-coloniales.fr, a publié",,,,,,,,,,0,0,0,,
deuxusinesmaisonsalfort,Deux usines: à Maisons-Alfort,,0,1,Algerie,Algérie,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
develeyjasmin,Develey et Jasmin,,1,1,Inde et Indochine; Indochine,Indochine,Transports terrestres et garages,,Haïphong,,,,,,,,0,0,0,,
devignyusinecharenton,Devigny. Usine à Charenton,,0,1,Algerie,Algérie,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
diacarbmaroc,Diacarb-Maroc,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,1,0,0,1949,1949
didierdefosseorganisateurschasse,"Didier & Défosse, organisateurs de chasse",,1,1,Inde et Indochine; Indochine,Indochine,Sports,,,,,,,,,,0,0,0,,
didierfajollemaroc,Didier Fajolle et Cie Maroc,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,1,0,0,1949,1949
diethelm,Diethelm et Cie,,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,Saïgon,,,,,,,la Banque centrale du,0,0,0,,
difficultesplanteurscafeindochine,Difficultés des planteurs de café d'Indochine,,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,,,,,,600.000 fr.,1924,,0,0,0,,
dinhtran,Dinh-Tran,,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,,,,,,,,,0,0,0,,
directeurfinancessoudan,Directeur des Finances au Soudan français,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
directeurfinancesof,Directeur des Finances de l'A.-O. F,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
directeursaffaireseconom,Directeurs des Affaires économ,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
directionsanteannam,Direction de la Santé de l'Annam,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Annam,,,,,,,,,0,0,0,,
directionsantecochinchine,Direction de la Santé de la Cochinchine,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Cochinchine,,,,,,,,,0,0,0,,
directionsantecambodge,Direction de la Santé du Cambodge,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Cambodge,,,,,,,,,0,0,0,,
directionsantelaos,Direction de la Santé du Laos,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Laos,,,1925,,,,,,0,0,0,,
directionsantetonkin,Direction de la Santé du Tonkin,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Tonkin,,,,,,,,,0,0,0,,
dispensairefillessoumises,Dispensaire des filles soumises,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Tonkin,Hanoï,,,,,,,,0,0,0,,
dispensairebancsable,Dispensaire du Banc-de-Sable,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Tonkin,Hanoï,,,,,,,,0,0,0,,
distilleriedelbays,"Distillerie Delbays, puis Plantier frères",,1,1,Algerie,Algérie,Industries agro-alimentaires,,Alger,,1879,,,,,"est fixé 12, rue Joinville, Alger",0,0,0,,
distillerievialla,Distillerie Vialla,,1,1,Algerie,Algérie,Industries agro-alimentaires,,Constantine,,,,,,,,0,0,0,,
distilleriecainhun,Distillerie de Cai-Nhun,,1,1,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Industries alimentaires,,,,,,,,,,0,0,0,,
distillerieliqueurmandarinebougie,Distillerie de liqueur de mandarine de Bougie,,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,300.000 francs,1921,"113, rue Sadi-Carnot, à Alger",0,0,0,,
distilleriesvanvanbacninh,"Distilleries Van-Van, Bac-Ninh",,1,1,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Industries alimentaires,,,,,,,,,,0,0,0,,
distilleriesindochinerusseykeoprespnompenhkandal,"Distilleries de l’Indochine, Russey-kéo, près Pnom-Penh, et Kandal",,1,1,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Industries alimentaires,Distilleries de l’Indochine (Société française des)(SFDIC),,,,,,,,,0,0,0,,
distilleriescentreannamquinhon,"Distilleries du Centre-Annam, Qui-Nhon",,1,1,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Industries alimentaires,,,S.A,,,,,,,0,0,0,,
distilleriesalgerie,Distilleries d’Algerie,,1,1,Algerie,Algérie,Industries agro-alimentaires,,Alger,S.A,,,,,,": Alger, 25, bd Carnot",0,0,0,,
distilleriestonkinoisesvandienpreshanoi,"Distilleries tonkinoises, Van-Dien, près Hanoï",,1,1,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Industries alimentaires,,,,,,,200.000 piastres,1939,du ministère public M,0,0,0,,
divershotels,Divers hôtels,,1,1,Inde et Indochine; Indochine,Indochine,"Hôtellerie, tourisme",Cambodge,Pnom-Penh,,,,,,,,0,0,0,,
djahamama,Djahamama,,1,1,Algerie,Algérie,Mines et carrières,,,Société civile des mines du,,,,,,,0,0,0,,
djebelchouicha,Djebel-Chouicha,,1,1,Tunisie,Tunisie,Mines,,,,,,,,,,0,0,0,,
djebelsarhro,Djebel-Sarhro,,1,1,Maroc,Maroc,Mines,,,,,,,,,,0,0,0,,
djebelteliouinepresbougie,"Djebel-Teliouïne, près Bougie",,1,1,Algerie,Algérie,Mines et carrières,,,Société anonyme des,,,,500.000 francs,1900,"11, Châteaudun. — 9 déc. 1922. —",0,0,0,,
djidjelliplage,Djidjelli-Plage,,1,1,Algerie,Algérie,"Hôtellerie-restauration, tourisme",,,,1926,1934,,200.000 francs,1926,"Djidjelli, r. Vivonne, chez M. Bourguignon",0,0,0,,
dockshaiphong,Docks de Haïphong,,1,1,Inde et Indochine; Indochine,Indochine,"Transports fluviaux, maritimes et aériens; Transports fluviaux, maritimes et aériens. Ports, phares",,,,1886,,,,,à la,0,0,0,,
